client_id,product_id,date,year,month,shipments_to_client,shipments_from_client,end_stock,latent_demand,lost_sales,oos
C001,P007,2023-10-01,2023,10,51,40,14,40,0,0
C001,P007,2023-11-01,2023,11,85,84,15,84,0,0
C001,P007,2023-12-01,2023,12,88,82,21,82,0,0
C001,P007,2024-01-01,2024,1,57,71,7,71,0,0
C001,P007,2024-02-01,2024,2,100,86,21,86,0,0
C001,P007,2024-03-01,2024,3,101,83,39,83,0,0
C001,P007,2024-04-01,2024,4,21,54,6,54,0,0
C001,P007,2024-05-01,2024,5,37,43,0,44,1,1
C001,P007,2024-06-01,2024,6,30,30,0,50,20,1
C001,P007,2024-07-01,2024,7,49,44,5,44,0,0
C001,P007,2024-08-01,2024,8,45,37,13,37,0,0
C001,P007,2024-09-01,2024,9,35,39,9,39,0,0
C001,P007,2024-10-01,2024,10,67,76,0,90,14,1
C001,P007,2024-11-01,2024,11,85,78,7,78,0,0
C001,P007,2024-12-01,2024,12,91,72,26,72,0,0
C001,P007,2025-01-01,2025,1,98,93,31,93,0,0
C001,P007,2025-02-01,2025,2,70,71,30,71,0,0
C001,P007,2025-03-01,2025,3,21,47,4,47,0,0
C001,P007,2025-04-01,2025,4,55,49,10,49,0,0
C001,P007,2025-05-01,2025,5,66,51,25,51,0,0
C001,P007,2025-06-01,2025,6,32,47,10,47,0,0
C001,P007,2025-07-01,2025,7,46,43,13,43,0,0
C001,P007,2025-08-01,2025,8,38,45,6,45,0,0
C001,P007,2025-09-01,2025,9,66,51,21,51,0,0
C001,P008,2023-01-01,2023,1,28,76,14,76,0,0
C001,P008,2023-02-01,2023,2,34,48,0,63,15,1
C001,P008,2023-03-01,2023,3,50,50,0,61,11,1
C001,P008,2023-04-01,2023,4,91,65,26,65,0,0
C001,P008,2023-05-01,2023,5,48,70,4,70,0,0
C001,P008,2023-06-01,2023,6,89,70,23,70,0,0
C001,P008,2023-07-01,2023,7,56,62,17,62,0,0
C001,P008,2023-08-01,2023,8,80,80,17,80,0,0
C001,P008,2023-09-01,2023,9,53,70,0,71,1,1
C001,P008,2023-10-01,2023,10,105,81,24,81,0,0
C001,P008,2023-11-01,2023,11,83,75,32,75,0,0
C001,P008,2023-12-01,2023,12,37,62,7,62,0,0
C001,P008,2024-01-01,2024,1,114,80,41,80,0,0
C001,P008,2024-02-01,2024,2,23,53,11,53,0,0
C001,P008,2024-03-01,2024,3,63,60,14,60,0,0
C001,P008,2024-04-01,2024,4,31,45,0,60,15,1
C001,P008,2024-05-01,2024,5,109,95,14,95,0,0
C001,P008,2024-06-01,2024,6,100,86,28,86,0,0
C001,P008,2024-07-01,2024,7,61,72,17,72,0,0
C001,P008,2024-08-01,2024,8,58,52,23,52,0,0
C001,P008,2024-09-01,2024,9,58,69,12,69,0,0
C001,P008,2024-10-01,2024,10,113,95,30,95,0,0
C001,P008,2024-11-01,2024,11,58,65,23,65,0,0
C001,P008,2024-12-01,2024,12,36,59,0,75,16,1
C001,P008,2025-01-01,2025,1,109,73,36,73,0,0
C001,P008,2025-02-01,2025,2,24,51,9,51,0,0
C001,P008,2025-03-01,2025,3,67,64,12,64,0,0
C001,P008,2025-04-01,2025,4,73,73,12,73,0,0
C001,P008,2025-05-01,2025,5,38,50,0,50,0,1
C001,P008,2025-06-01,2025,6,70,60,10,60,0,0
C001,P008,2025-07-01,2025,7,62,69,3,69,0,0
C001,P008,2025-08-01,2025,8,78,60,21,60,0,0
C001,P008,2025-09-01,2025,9,79,69,31,69,0,0
C001,P009,2023-01-01,2023,1,0,24,75,24,0,0
C001,P009,2023-02-01,2023,2,0,17,58,17,0,0
C001,P009,2023-03-01,2023,3,0,23,35,23,0,0
C001,P009,2023-04-01,2023,4,1,30,6,30,0,0
C001,P009,2023-05-01,2023,5,42,41,7,41,0,0
C001,P009,2023-06-01,2023,6,73,59,21,59,0,0
C001,P009,2023-07-01,2023,7,29,44,6,44,0,0
C001,P009,2023-08-01,2023,8,64,54,16,54,0,0
C001,P009,2023-09-01,2023,9,28,38,6,38,0,0
C001,P009,2023-10-01,2023,10,24,29,1,29,0,0
C001,P009,2023-11-01,2023,11,31,26,6,26,0,0
C001,P009,2023-12-01,2023,12,30,28,8,28,0,0
C001,P009,2024-01-01,2024,1,19,24,3,24,0,0
C001,P009,2024-02-01,2024,2,35,28,10,28,0,0
C001,P009,2024-03-01,2024,3,21,25,6,25,0,0
C001,P009,2024-04-01,2024,4,39,30,15,30,0,0
C001,P009,2024-05-01,2024,5,24,36,3,36,0,0
C001,P009,2024-06-01,2024,6,35,38,0,47,9,1
C001,P009,2024-07-01,2024,7,62,62,0,69,7,1
C001,P009,2024-08-01,2024,8,72,48,24,48,0,0
C001,P009,2024-09-01,2024,9,15,31,8,31,0,0
C001,P009,2024-10-01,2024,10,24,23,9,23,0,0
C001,P009,2024-11-01,2024,11,8,17,0,19,2,1
C001,P009,2024-12-01,2024,12,37,26,11,26,0,0
C001,P009,2025-01-01,2025,1,21,29,3,29,0,0
C001,P009,2025-02-01,2025,2,51,35,19,35,0,0
C001,P009,2025-03-01,2025,3,17,32,4,32,0,0
C001,P009,2025-04-01,2025,4,21,25,0,27,2,1
C001,P009,2025-05-01,2025,5,34,34,0,43,9,1
C001,P009,2025-06-01,2025,6,91,59,32,59,0,0
C001,P009,2025-07-01,2025,7,36,60,8,60,0,0
C001,P009,2025-08-01,2025,8,81,59,30,59,0,0
C001,P009,2025-09-01,2025,9,26,52,4,52,0,0
C001,P010,2023-01-01,2023,1,33,100,0,109,9,1
C001,P010,2023-02-01,2023,2,88,88,0,104,16,1
C001,P010,2023-03-01,2023,3,81,80,1,80,0,0
C001,P010,2023-04-01,2023,4,122,92,31,92,0,0
C001,P010,2023-05-01,2023,5,114,127,18,127,0,0
C001,P010,2023-06-01,2023,6,121,105,34,105,0,0
C001,P010,2023-07-01,2023,7,71,97,8,97,0,0
C001,P010,2023-08-01,2023,8,116,111,13,111,0,0
C001,P010,2023-09-01,2023,9,105,105,13,105,0,0
C001,P010,2023-10-01,2023,10,79,92,0,107,15,1
C001,P010,2023-11-01,2023,11,143,108,35,108,0,0
C001,P010,2023-12-01,2023,12,64,99,0,112,13,1
C001,P010,2024-01-01,2024,1,95,84,11,84,0,0
C001,P010,2024-02-01,2024,2,136,107,40,107,0,0
C001,P010,2024-03-01,2024,3,131,124,47,124,0,0
C001,P010,2024-04-01,2024,4,59,106,0,110,4,1
C001,P010,2024-05-01,2024,5,140,114,26,114,0,0
C001,P010,2024-06-01,2024,6,115,100,41,100,0,0
C001,P010,2024-07-01,2024,7,84,94,31,94,0,0
C001,P010,2024-08-01,2024,8,75,105,1,105,0,0
C001,P010,2024-09-01,2024,9,124,102,23,102,0,0
C001,P010,2024-10-01,2024,10,56,73,6,73,0,0
C001,P010,2024-11-01,2024,11,144,119,31,119,0,0
C001,P010,2024-12-01,2024,12,110,106,35,106,0,0
C001,P010,2025-01-01,2025,1,95,121,9,121,0,0
C001,P010,2025-02-01,2025,2,78,63,24,63,0,0
C001,P010,2025-03-01,2025,3,44,68,0,77,9,1
C001,P010,2025-04-01,2025,4,125,111,14,111,0,0
C001,P010,2025-05-01,2025,5,68,82,0,84,2,1
C001,P010,2025-06-01,2025,6,74,74,0,79,5,1
C001,P010,2025-07-01,2025,7,101,101,0,101,0,1
C001,P010,2025-08-01,2025,8,144,98,46,98,0,0
C001,P010,2025-09-01,2025,9,53,82,17,82,0,0
C001,P011,2023-01-01,2023,1,0,32,17,32,0,0
C001,P011,2023-02-01,2023,2,16,32,1,32,0,0
C001,P011,2023-03-01,2023,3,51,41,11,41,0,0
C001,P011,2023-04-01,2023,4,22,31,2,31,0,0
C001,P011,2023-05-01,2023,5,40,42,0,42,0,1
C001,P011,2023-06-01,2023,6,44,33,11,33,0,0
C001,P011,2023-07-01,2023,7,32,41,2,41,0,0
C001,P011,2023-08-01,2023,8,22,24,0,26,2,1
C001,P011,2023-09-01,2023,9,30,30,0,30,0,1
C001,P011,2023-10-01,2023,10,35,35,0,38,3,1
C001,P011,2023-11-01,2023,11,40,27,13,27,0,0
C001,P011,2023-12-01,2023,12,29,42,0,42,0,1
C001,P011,2024-01-01,2024,1,44,35,9,35,0,0
C001,P011,2024-02-01,2024,2,42,40,11,40,0,0
C001,P011,2024-03-01,2024,3,39,39,11,39,0,0
C001,P011,2024-04-01,2024,4,49,41,19,41,0,0
C001,P011,2024-05-01,2024,5,22,36,5,36,0,0
C001,P011,2024-06-01,2024,6,34,30,9,30,0,0
C001,P011,2024-07-01,2024,7,33,37,5,37,0,0
C001,P011,2024-08-01,2024,8,29,34,0,39,5,1
C001,P011,2024-09-01,2024,9,48,35,13,35,0,0
C001,P011,2024-10-01,2024,10,38,41,10,41,0,0
C001,P011,2024-11-01,2024,11,32,33,9,33,0,0
C001,P011,2024-12-01,2024,12,28,37,0,41,4,1
C001,P011,2025-01-01,2025,1,42,37,5,37,0,0
C001,P011,2025-02-01,2025,2,34,32,7,32,0,0
C001,P011,2025-03-01,2025,3,33,37,3,37,0,0
C001,P011,2025-04-01,2025,4,37,37,3,37,0,0
C001,P011,2025-05-01,2025,5,29,24,8,24,0,0
C001,P011,2025-06-01,2025,6,22,27,3,27,0,0
C001,P011,2025-07-01,2025,7,40,32,11,32,0,0
C001,P011,2025-08-01,2025,8,49,42,18,42,0,0
C001,P011,2025-09-01,2025,9,15,28,5,28,0,0
C001,P012,2023-01-01,2023,1,22,70,17,70,0,0
C001,P012,2023-02-01,2023,2,49,62,4,62,0,0
C001,P012,2023-03-01,2023,3,65,57,12,57,0,0
C001,P012,2023-04-01,2023,4,74,62,24,62,0,0
C001,P012,2023-05-01,2023,5,90,89,25,89,0,0
C001,P012,2023-06-01,2023,6,125,120,30,120,0,0
C001,P012,2023-07-01,2023,7,124,116,38,116,0,0
C001,P012,2023-08-01,2023,8,132,133,37,133,0,0
C001,P012,2023-09-01,2023,9,69,102,4,102,0,0
C001,P012,2023-10-01,2023,10,95,67,32,67,0,0
C001,P012,2023-11-01,2023,11,40,69,3,69,0,0
C001,P012,2023-12-01,2023,12,77,63,17,63,0,0
C001,P012,2024-01-01,2024,1,37,54,0,57,3,1
C001,P012,2024-02-01,2024,2,62,61,1,61,0,0
C001,P012,2024-03-01,2024,3,51,52,0,64,12,1
C001,P012,2024-04-01,2024,4,72,69,3,69,0,0
C001,P012,2024-05-01,2024,5,119,108,14,108,0,0
C001,P012,2024-06-01,2024,6,126,120,20,120,0,0
C001,P012,2024-07-01,2024,7,142,108,54,108,0,0
C001,P012,2024-08-01,2024,8,95,111,38,111,0,0
C001,P012,2024-09-01,2024,9,60,79,19,79,0,0
C001,P012,2024-10-01,2024,10,62,68,13,68,0,0
C001,P012,2024-11-01,2024,11,53,58,8,58,0,0
C001,P012,2024-12-01,2024,12,83,60,31,60,0,0
C001,P012,2025-01-01,2025,1,50,64,17,64,0,0
C001,P012,2025-02-01,2025,2,66,81,2,81,0,0
C001,P012,2025-03-01,2025,3,70,64,8,64,0,0
C001,P012,2025-04-01,2025,4,65,63,10,63,0,0
C001,P012,2025-05-01,2025,5,94,84,20,84,0,0
C001,P012,2025-06-01,2025,6,121,101,40,101,0,0
C001,P012,2025-07-01,2025,7,105,131,14,131,0,0
C001,P012,2025-08-01,2025,8,127,112,29,112,0,0
C001,P012,2025-09-01,2025,9,91,83,37,83,0,0
C001,P013,2023-01-01,2023,1,55,130,19,130,0,0
C001,P013,2023-02-01,2023,2,157,144,32,144,0,0
C001,P013,2023-03-01,2023,3,99,113,18,113,0,0
C001,P013,2023-04-01,2023,4,95,89,24,89,0,0
C001,P013,2023-05-01,2023,5,86,98,12,98,0,0
C001,P013,2023-06-01,2023,6,63,75,0,76,1,1
C001,P013,2023-07-01,2023,7,91,68,23,68,0,0
C001,P013,2023-08-01,2023,8,105,87,41,87,0,0
C001,P013,2023-09-01,2023,9,37,73,5,73,0,0
C001,P013,2023-10-01,2023,10,98,103,0,110,7,1
C001,P013,2023-11-01,2023,11,144,134,10,134,0,0
C001,P013,2023-12-01,2023,12,173,127,56,127,0,0
C001,P013,2024-01-01,2024,1,106,121,41,121,0,0
C001,P013,2024-02-01,2024,2,80,121,0,140,19,1
C001,P013,2024-03-01,2024,3,70,70,0,85,15,1
C001,P013,2024-04-01,2024,4,113,96,17,96,0,0
C001,P013,2024-05-01,2024,5,64,81,0,94,13,1
C001,P013,2024-06-01,2024,6,94,68,26,68,0,0
C001,P013,2024-07-01,2024,7,72,76,22,76,0,0
C001,P013,2024-08-01,2024,8,64,60,26,60,0,0
C001,P013,2024-09-01,2024,9,79,83,22,83,0,0
C001,P013,2024-10-01,2024,10,89,89,22,89,0,0
C001,P013,2024-11-01,2024,11,80,102,0,118,16,1
C001,P013,2024-12-01,2024,12,141,122,19,122,0,0
C001,P013,2025-01-01,2025,1,84,103,0,143,40,1
C001,P013,2025-02-01,2025,2,118,118,0,128,10,1
C001,P013,2025-03-01,2025,3,132,103,29,103,0,0
C001,P013,2025-04-01,2025,4,67,73,23,73,0,0
C001,P013,2025-05-01,2025,5,60,60,23,60,0,0
C001,P013,2025-06-01,2025,6,39,62,0,66,4,1
C001,P013,2025-07-01,2025,7,49,49,0,71,22,1
C001,P013,2025-08-01,2025,8,87,77,10,77,0,0
C001,P013,2025-09-01,2025,9,107,88,29,88,0,0
C001,P014,2023-01-01,2023,1,91,103,33,103,0,0
C001,P014,2023-02-01,2023,2,188,154,67,154,0,0
C001,P014,2023-03-01,2023,3,60,103,24,103,0,0
C001,P014,2023-04-01,2023,4,82,93,13,93,0,0
C001,P014,2023-05-01,2023,5,80,83,10,83,0,0
C001,P014,2023-06-01,2023,6,77,72,15,72,0,0
C001,P014,2023-07-01,2023,7,67,70,12,70,0,0
C001,P014,2023-08-01,2023,8,64,66,10,66,0,0
C001,P014,2023-09-01,2023,9,79,83,6,83,0,0
C001,P014,2023-10-01,2023,10,121,104,23,104,0,0
C001,P014,2023-11-01,2023,11,139,139,23,139,0,0
C001,P014,2023-12-01,2023,12,92,115,0,152,37,1
C001,P014,2024-01-01,2024,1,186,186,0,188,2,1
C001,P014,2024-02-01,2024,2,134,134,0,138,4,1
C001,P014,2024-03-01,2024,3,144,114,30,114,0,0
C001,P014,2024-04-01,2024,4,67,71,26,71,0,0
C001,P014,2024-05-01,2024,5,72,76,22,76,0,0
C001,P014,2024-06-01,2024,6,58,67,13,67,0,0
C001,P014,2024-07-01,2024,7,130,102,41,102,0,0
C001,P014,2024-08-01,2024,8,52,82,11,82,0,0
C001,P014,2024-09-01,2024,9,86,79,18,79,0,0
C001,P014,2024-10-01,2024,10,90,108,0,111,3,1
C001,P014,2024-11-01,2024,11,134,134,0,143,9,1
C001,P014,2024-12-01,2024,12,164,162,2,162,0,0
C001,P014,2025-01-01,2025,1,193,136,59,136,0,0
C001,P014,2025-02-01,2025,2,97,125,31,125,0,0
C001,P014,2025-03-01,2025,3,135,127,39,127,0,0
C001,P014,2025-04-01,2025,4,39,78,0,82,4,1
C001,P014,2025-05-01,2025,5,97,67,30,67,0,0
C001,P014,2025-06-01,2025,6,82,85,27,85,0,0
C001,P014,2025-07-01,2025,7,96,86,37,86,0,0
C001,P014,2025-08-01,2025,8,54,75,16,75,0,0
C001,P014,2025-09-01,2025,9,47,63,0,66,3,1
C001,P015,2023-01-01,2023,1,0,44,20,44,0,0
